Price,Adj Close,Close,High,Low,Open,Volume,HMA_10_custom,HMA_50_custom
Ticker,AMD,AMD,AMD,AMD,AMD,AMD,,
Date,,,,,,,,
2023-01-03 00:00:00+00:00,64.0199966430664,64.0199966430664,66.87999725341797,63.59000015258789,66.0,46851800,,
2023-01-04 00:00:00+00:00,64.66000366210938,64.66000366210938,65.79000091552734,63.310001373291016,65.0,47477100,,
2023-01-05 00:00:00+00:00,62.33000183105469,62.33000183105469,64.3499984741211,62.29999923706055,64.1500015258789,46159500,,
2023-01-06 00:00:00+00:00,63.959999084472656,63.959999084472656,64.30000305175781,60.04999923706055,63.150001525878906,70161300,,
2023-01-09 00:00:00+00:00,67.23999786376953,67.23999786376953,69.31999969482422,65.66999816894531,66.22000122070312,69741300,,
2023-01-10 00:00:00+00:00,68.05000305175781,68.05000305175781,68.1500015258789,66.55999755859375,66.66999816894531,41149600,,
2023-01-11 00:00:00+00:00,69.05999755859375,69.05999755859375,69.12999725341797,67.22000122070312,68.38999938964844,44470100,,
2023-01-12 00:00:00+00:00,70.80000305175781,70.80000305175781,71.6500015258789,67.18000030517578,70.06999969482422,70066200,,
2023-01-13 00:00:00+00:00,71.0,71.0,71.0999984741211,69.2300033569336,69.83999633789062,45757400,,
2023-01-17 00:00:00+00:00,71.58999633789062,71.58999633789062,72.66000366210938,70.6500015258789,70.87000274658203,42621300,,
2023-01-18 00:00:00+00:00,70.52999877929688,70.52999877929688,72.77999877929688,70.5,71.87000274658203,39538700,,
2023-01-19 00:00:00+00:00,67.70999908447266,67.70999908447266,69.25,67.2699966430664,68.97000122070312,47189900,8.177965977986648,
2023-01-20 00:00:00+00:00,70.06999969482422,70.06999969482422,70.12999725341797,67.44999694824219,68.01000213623047,47757600,7.491832707722982,
2023-01-23 00:00:00+00:00,76.52999877929688,76.52999877929688,76.58999633789062,71.54000091552734,72.22000122070312,84293200,7.6665995025634786,
2023-01-24 00:00:00+00:00,74.69999694824219,74.69999694824219,75.63999938964844,73.41999816894531,73.75,60822600,8.171432825724288,
2023-01-25 00:00:00+00:00,74.91000366210938,74.91000366210938,75.12000274658203,72.08999633789062,72.9000015258789,49932600,8.712666702270507,
2023-01-26 00:00:00+00:00,75.16000366210938,75.16000366210938,77.08000183105469,74.27999877929688,76.5,49583900,9.060267435709632,
2023-01-27 00:00:00+00:00,75.4000015258789,75.4000015258789,76.73999786376953,73.48999786376953,73.69999694824219,58118600,9.130867919921872,
2023-01-30 00:00:00+00:00,72.44999694824219,72.44999694824219,74.63999938964844,72.4000015258789,74.2300033569336,48105200,8.570067571004234,
2023-01-31 00:00:00+00:00,75.1500015258789,75.1500015258789,75.19999694824219,72.02999877929688,72.26000213623047,71669100,8.07783391316732,
2023-02-01 00:00:00+00:00,84.63999938964844,84.63999938964844,85.4800033569336,77.87999725341797,78.47000122070312,152548200,8.696600062052408,
2023-02-02 00:00:00+00:00,88.30999755859375,88.30999755859375,88.94000244140625,83.19999694824219,84.29000091552734,97762100,10.227899475097654,
2023-02-03 00:00:00+00:00,86.08999633789062,86.08999633789062,88.80000305175781,85.83000183105469,86.66000366210938,66557800,11.618665542602539,
2023-02-06 00:00:00+00:00,83.68000030517578,83.68000030517578,86.27999877929688,83.22000122070312,84.62999725341797,53008900,12.179332249959312,
2023-02-07 00:00:00+00:00,85.91000366210938,85.91000366210938,86.25,82.5199966430664,84.31999969482422,65291900,12.065699590047199,
2023-02-08 00:00:00+00:00,84.69000244140625,84.69000244140625,88.0,84.54000091552734,85.87999725341797,54140400,11.23916712443034,
2023-02-09 00:00:00+00:00,83.20999908447266,83.20999908447266,86.66999816894531,82.76000213623047,85.87999725341797,46525400,10.015334167480473,
2023-02-10 00:00:00+00:00,81.4800033569336,81.4800033569336,82.70999908447266,80.47000122070312,82.29000091552734,49332600,8.721434504191082,
2023-02-13 00:00:00+00:00,83.12999725341797,83.12999725341797,84.1500015258789,80.9000015258789,81.56999969482422,45400000,7.894667358398442,
2023-02-14 00:00:00+00:00,85.94999694824219,85.94999694824219,86.19000244140625,81.7699966430664,82.69999694824219,55979700,7.789333165486655,
2023-02-15 00:00:00+00:00,85.18000030517578,85.18000030517578,85.88999938964844,83.31999969482422,85.0999984741211,46430200,8.123999303181964,
2023-02-16 00:00:00+00:00,80.08000183105469,80.08000183105469,83.3499984741211,80.05000305175781,82.9800033569336,57755200,8.090999425252278,
2023-02-17 00:00:00+00:00,78.5,78.5,79.6500015258789,77.37000274658203,79.5999984741211,47826600,7.603232981363935,
